Entity,Entity,Similarity
http://research.tib.eu/p4-lucat/entity/22934708,http://research.tib.eu/p4-lucat/entity/29736852,0.5416666666666667
http://research.tib.eu/p4-lucat/entity/28442014,http://research.tib.eu/p4-lucat/entity/24302581,0.6597222222222223
http://research.tib.eu/p4-lucat/entity/2165868,http://research.tib.eu/p4-lucat/entity/20519045,0.5416666666666667
http://research.tib.eu/p4-lucat/entity/22915782,http://research.tib.eu/p4-lucat/entity/22191798,0.559887941919192
http://research.tib.eu/p4-lucat/entity/8,http://research.tib.eu/p4-lucat/entity/20549398,0.27228009259259256
http://research.tib.eu/p4-lucat/entity/27793846,http://research.tib.eu/p4-lucat/entity/24511043,0.5416666666666667
http://research.tib.eu/p4-lucat/entity/24229625,http://research.tib.eu/p4-lucat/entity/21873970,0.75
http://research.tib.eu/p4-lucat/entity/22902101,http://research.tib.eu/p4-lucat/entity/12883730,0.43750000000000006
http://research.tib.eu/p4-lucat/entity/3324893,http://research.tib.eu/p4-lucat/entity/25502629,0.4027777777777778
http://research.tib.eu/p4-lucat/entity/20003139,http://research.tib.eu/p4-lucat/entity/20845691,0.6111111111111112
http://research.tib.eu/p4-lucat/entity/23133627,http://research.tib.eu/p4-lucat/entity/23412117,0.5282407407407408
http://research.tib.eu/p4-lucat/entity/3978044,http://research.tib.eu/p4-lucat/entity/24165426,0.47222222222222227
http://research.tib.eu/p4-lucat/entity/28757474,http://research.tib.eu/p4-lucat/entity/22544838,0.75
http://research.tib.eu/p4-lucat/entity/21177883,http://research.tib.eu/p4-lucat/entity/20578832,0.5416666666666667
http://research.tib.eu/p4-lucat/entity/21627360,http://research.tib.eu/p4-lucat/entity/26521036,0.41666666666666674
http://research.tib.eu/p4-lucat/entity/24094644,http://research.tib.eu/p4-lucat/entity/29866045,0.75
http://research.tib.eu/p4-lucat/entity/3732316,http://research.tib.eu/p4-lucat/entity/24034990,0.6111111111111112
http://research.tib.eu/p4-lucat/entity/2879257,http://research.tib.eu/p4-lucat/entity/21426659,0.75
http://research.tib.eu/p4-lucat/entity/30683133,http://research.tib.eu/p4-lucat/entity/21708957,0.41666666666666674
http://research.tib.eu/p4-lucat/entity/28376633,http://research.tib.eu/p4-lucat/entity/1243161,0.5416666666666667
http://research.tib.eu/p4-lucat/entity/21441221,http://research.tib.eu/p4-lucat/entity/29197410,0.75
http://research.tib.eu/p4-lucat/entity/636384,http://research.tib.eu/p4-lucat/entity/2564,0.25
http://research.tib.eu/p4-lucat/entity/27401643,http://research.tib.eu/p4-lucat/entity/26864559,0.6597222222222223
http://research.tib.eu/p4-lucat/entity/28031159,http://research.tib.eu/p4-lucat/entity/25800568,0.5458333333333334
http://research.tib.eu/p4-lucat/entity/20663213,http://research.tib.eu/p4-lucat/entity/19800181,0.5885416666666667
http://research.tib.eu/p4-lucat/entity/1212522,http://research.tib.eu/p4-lucat/entity/23158071,0.5416666666666667
